PSG Operasyon Müdürl,PSG Operasyn mrkzi 2,Tesisat,Bildirim No,Sipariş No,ENLEM,BOYLAM,Toplam kwh,mahalle adı,ILCE_ADI,KAÇAK NEDENİ,HESAPLAMA YÖNTEMİ,NİTELİKLİ /NİTELİKSİZ DURUMU,Kulnc Drm.(CS Order),Sipariş türü,Gerçekleşen Tarih(sipariş),İşyeri/kaynak,Sonuç 1,Sonuç 1 grup kodu,Sonuç 2,Sonuç 2 grup kodu,Sonuç 3,Sonuç 3 grup kodu
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4012375954.0,594340207.0,682850272.0,40.9487211294472,29.1322754826397,352,AYDINEVLER,MALTEPE,6.0,1.0,NİTELİKLİ,OK,VC,04.05.2023,6800/50030211,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4009942889.0,596066658.0,684324307.0,41.035924794225,29.1733624071688,351,MERKEZ,ÇEKMEKÖY,6.0,1.0,NİTELİKLİ,OK,VC,18.07.2023,6800/50030250,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4009942889.0,599705744.0,687416873.0,41.035924794225,29.1733624071688,351,MERKEZ,ÇEKMEKÖY,6.0,1.0,NİTELİKLİ,OK,VC,13.12.2023,6800/51620205,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4004413012.0,598864663.0,686709028.0,40.8737528826238,29.281215755101,351,KAVAKPINAR,PENDİK,6.0,1.0,NİTELİKLİ,OK,ZM,06.11.2023,6800/50030210,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4005331176.0,598596555.0,686473365.0,40.8701992546209,29.2768407688991,346,ÇAMÇEŞME,PENDİK,4.0,1.0,NİTELİKLİ,OK,VC,23.10.2023,6800/50030216,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006128734.0,594236817.0,682762999.0,41.0210475580547,29.0906390583349,340,NAMIK KEMAL,ÜMRANİYE,6.0,1.0,NİTELİKLİ,OK,Z5,23.05.2023,6800/50030219,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006128734.0,599739771.0,687444699.0,41.0210475580547,29.0906390583349,340,NAMIK KEMAL,ÜMRANİYE,6.0,1.0,NİTELİKLİ,OK,VC,14.12.2023,6800/50030251,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,TUZLA O.M.,4012795432.0,593841574.0,682433711.0,40.8982148068026,29.3650822620839,338,ORHANLI,TUZLA,9.0,1.0,NİTELİKLİ,OK,VC,31.03.2023,6800/50030213,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESME YAPILMADI.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,ERENKÖY O.M.,4004685445.0,593637223.0,682258385.0,40.968627186577,29.0855246224568,330,19 MAYIS,KADIKÖY,6.0,1.0,NİTELİKLİ,OK,VC,27.03.2023,6800/50030212,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Takıldı,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4006291321.0,597250815.0,685306366.0,40.9201832609387,29.194703267426,330,SOĞANLIK YENİ,KARTAL,6.0,1.0,NİTELİKLİ,OK,VC,05.09.2023,6800/50030210,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4004611186.0,592930048.0,681638865.0,40.9549262174934,29.1434586592406,329,BAŞIBÜYÜK,MALTEPE,6.0,1.0,NİTELİKLİ,OK,VC,17.02.2023,6800/50030207,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESME YAPILMADI.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,TUZLA O.M.,4004746404.0,598818084.0,686669218.0,40.8495104783706,29.3054379587857,327,İÇMELER,TUZLA,6.0,1.0,NİTELİKLİ,OK,VC,01.11.2023,6800/50030213,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4005981214.0,595201384.0,683582143.0,40.9193469032175,29.2122934806622,326,GÜMÜŞPINAR,KARTAL,6.0,1.0,NİTELİKLİ,OK,VC,13.06.2023,6800/50030203,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4005981214.0,595629480.0,683952834.0,40.9193469032175,29.2122934806622,326,GÜMÜŞPINAR,KARTAL,6.0,1.0,NİTELİKLİ,OK,VC,10.07.2023,6800/50030213,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4005981214.0,596456530.0,684649110.0,40.9193469032175,29.2122934806622,326,GÜMÜŞPINAR,KARTAL,6.0,1.0,NİTELİKLİ,OK,VC,01.08.2023,6800/50030203,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4005981214.0,597250855.0,685306376.0,40.9193469032175,29.2122934806622,326,GÜMÜŞPINAR,KARTAL,6.0,1.0,NİTELİKLİ,OK,VC,06.09.2023,6800/50030210,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4005981214.0,598084637.0,686025087.0,40.9193469032175,29.2122934806622,326,GÜMÜŞPINAR,KARTAL,6.0,1.0,NİTELİKLİ,OK,VC,09.10.2023,6800/50030203,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4005981214.0,599009988.0,686833609.0,40.9193469032175,29.2122934806622,326,GÜMÜŞPINAR,KARTAL,6.0,1.0,NİTELİKLİ,OK,VC,14.11.2023,6800/50030210,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4012829029.0,595328400.0,683690685.0,40.9055776142815,29.1627996921106,316,ORHANTEPE,KARTAL,5.0,1.0,NİTELİKLİ,OK,ZM,19.06.2023,6800/50030210,KAYITTA OLMAYAN SAYAÇ(TESİSATLI).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005835336.0,592957826.0,681663470.0,41.0140108401647,29.0956261064701,313,ESENEVLER,ÜMRANİYE,6.0,1.0,NİTELİKLİ,OK,ZM,09.03.2023,6800/50030253,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4011103152.0,596970981.0,685073497.0,41.015161020593,29.2497114296056,312,YUNUS EMRE,SANCAKTEPE,2.0,1.0,NİTELİKLİ,OK,VC,21.08.2023,6800/50030241,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Takıldı,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4006362400.0,594372452.0,682877108.0,40.9205678883069,29.1507704329539,297,CEVİZLİ,MALTEPE,6.0,1.0,NİTELİKLİ,OK,VC,04.05.2023,6800/50030211,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4006362400.0,596517866.0,684702007.0,40.9205678883069,29.1507704329539,297,CEVİZLİ,MALTEPE,6.0,1.0,NİTELİKLİ,OK,VC,03.08.2023,6800/50030210,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4006362400.0,597094248.0,685176197.0,40.9205678883069,29.1507704329539,297,CEVİZLİ,MALTEPE,6.0,1.0,NİTELİKLİ,OK,VC,25.08.2023,6800/50030204,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4006362400.0,598254059.0,686169461.0,40.9205678883069,29.1507704329539,297,CEVİZLİ,MALTEPE,6.0,1.0,NİTELİKLİ,OK,VC,10.10.2023,6800/50030211,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4006362400.0,598999110.0,686823704.0,40.9205678883069,29.1507704329539,297,CEVİZLİ,MALTEPE,6.0,1.0,NİTELİKLİ,OK,ZM,15.11.2023,6800/50030217,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4006362400.0,599675032.0,687391062.0,40.9205678883069,29.1507704329539,297,CEVİZLİ,MALTEPE,6.0,1.0,NİTELİKLİ,OK,VC,12.12.2023,6800/50030211,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005285627.0,598076762.0,686017500.0,41.0220461458336,29.1074560326879,288,ATAKENT,ÜMRANİYE,6.0,1.0,NİTELİKLİ,OK,ZM,03.10.2023,6800/50030255,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004992861.0,593045776.0,681742912.0,40.9959267679488,29.0912126551757,283,YENİSAHRA,ATAŞEHİR,12.0,1.0,NİTELİKLİ,OK,VL,28.02.2023,6800/50030250,VL_LAB SONUCU KAÇAK KULLANIM.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4006030240.0,597250922.0,685306462.0,40.9232702070005,29.2207675740248,278,YAKACIK YENİ,KARTAL,6.0,1.0,NİTELİKLİ,OK,VC,02.09.2023,6800/50030221,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006063372.0,593759136.0,682364061.0,41.0372763546206,29.1126366277863,276,İNKILAP,ÜMRANİYE,6.0,1.0,NİTELİKLİ,OK,VC,28.03.2023,6800/50030253,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4005376586.0,595205640.0,683585841.0,40.8857061492592,29.268145811156,273,FEVZİ ÇAKMAK,PENDİK,6.0,1.0,NİTELİKLİ,OK,VC,16.06.2023,6800/50030210,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4004205459.0,593326137.0,682005873.0,40.8763161799871,29.2777749928305,271,ÇAMÇEŞME,PENDİK,6.0,1.0,NİTELİKLİ,OK,ZM,08.03.2023,6800/50030216,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4005318344.0,592793908.0,681516675.0,41.0116940076024,29.1327045046088,270,ÇAKMAK,ÜMRANİYE,4.0,1.0,NİTELİKLİ,OK,VC,09.02.2023,6800/50030260,ELEKTRONİK SAYAÇ ANADEPOYA GİDECEK,CİHAZ DEĞİŞİMİ,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4004961577.0,596762302.0,684904981.0,41.0348623524281,29.1668532789385,270,MERKEZ,ÇEKMEKÖY,4.0,1.0,NİTELİKLİ,OK,VC,11.08.2023,6800/50030254,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,BEYKOZ O.M.,4012339316.0,596506499.0,684692563.0,41.0937550803647,29.3441758817062,267,ÖMERLİ,ÇEKMEKÖY,9.0,1.0,NİTELİKLİ,OK,ZM,08.09.2023,6800/50030245,KAYITTA OLMAYAN SAYAÇ(TESİSATLI).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4011180205.0,592042616.0,680860334.0,41.0237037679045,29.1389086793463,266,IHLAMURKUYU,ÜMRANİYE,6.0,1.0,NİTELİKLİ,OK,VC,11.01.2023,6800/50030252,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4011180205.0,594290088.0,682808642.0,41.0237037679045,29.1389086793463,266,IHLAMURKUYU,ÜMRANİYE,6.0,1.0,NİTELİKLİ,OK,VC,02.05.2023,6800/50030254,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4011180205.0,599198422.0,686995099.0,41.0237037679045,29.1389086793463,266,IHLAMURKUYU,ÜMRANİYE,6.0,1.0,NİTELİKLİ,OK,VC,23.11.2023,6800/50030254,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,TUZLA O.M.,4006377688.0,598519073.0,686406350.0,40.8543087842844,29.2977945153274,266,AYDINTEPE,TUZLA,5.0,1.0,NİTELİKLİ,OK,ZM,26.10.2023,6800/50030213,KAYITSIZ CİHAZ/SAYAÇ TAKILDI,CİHAZ DEĞİŞİMİ,KAYITTA OLMAYAN SAYAÇ(TESİSATLI).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4004615662.0,592786320.0,681510052.0,40.9461746847697,29.2966295948507,265,AKŞEMSETTİN,SULTANBEYLİ,4.0,1.0,NİTELİKLİ,OK,VC,08.02.2023,6800/50030237,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4006009094.0,592920180.0,681630047.0,40.8730201385828,29.3112484354616,262,AHMET YESEVİ,PENDİK,6.0,1.0,NİTELİKLİ,OK,VC,22.02.2023,6800/50030213,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4004502613.0,593514491.0,682154544.0,40.8808180653709,29.2785597031561,251,KAVAKPINAR,PENDİK,6.0,1.0,NİTELİKLİ,OK,VC,16.03.2023,6800/50030207,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4004502613.0,594371470.0,682876217.0,40.8808180653709,29.2785597031561,251,KAVAKPINAR,PENDİK,6.0,1.0,NİTELİKLİ,OK,VC,04.05.2023,6800/50030216,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4006153532.0,595205682.0,683585881.0,40.895940217184,29.2422339420779,250,ÇINARDERE,PENDİK,6.0,1.0,NİTELİKLİ,OK,VC,13.06.2023,6800/50030210,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4011885436.0,597734316.0,685721417.0,41.0524689,29.0998066,243,TOPAĞACI,ÜMRANİYE,6.0,1.0,NİTELİKLİ,OK,ZM,25.09.2023,6800/50030253,KAYITTA OLMAYAN SAYAÇ(TESİSATLI).,KAÇAK,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4005940330.0,599860081.0,687546019.0,40.9176207746428,29.2058687598703,240,GÜMÜŞPINAR,KARTAL,6.0,1.0,NİTELİKLİ,OK,ZM,25.12.2023,6800/50030210,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4005091409.0,592920343.0,681630169.0,40.8767265260588,29.2683374446454,237,FEVZİ ÇAKMAK,PENDİK,6.0,1.0,NİTELİKLİ,OK,VC,23.02.2023,6800/50030216,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4005091409.0,593535885.0,682173224.0,40.8767265260588,29.2683374446454,237,FEVZİ ÇAKMAK,PENDİK,6.0,1.0,NİTELİKLİ,OK,VC,20.03.2023,6800/50030204,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4005091409.0,594449885.0,682941530.0,40.8767265260588,29.2683374446454,237,FEVZİ ÇAKMAK,PENDİK,6.0,1.0,NİTELİKLİ,OK,VC,16.05.2023,6800/50030216,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4005091409.0,597249825.0,685305488.0,40.8767265260588,29.2683374446454,237,FEVZİ ÇAKMAK,PENDİK,6.0,1.0,NİTELİKLİ,OK,VC,05.09.2023,6800/50030216,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4005091409.0,598085441.0,686025773.0,40.8767265260588,29.2683374446454,237,FEVZİ ÇAKMAK,PENDİK,6.0,1.0,NİTELİKLİ,OK,VC,07.10.2023,6800/50030216,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4005091409.0,599010190.0,686833773.0,40.8767265260588,29.2683374446454,237,FEVZİ ÇAKMAK,PENDİK,6.0,1.0,NİTELİKLİ,OK,VC,15.11.2023,6800/50030210,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
BOĞAZ DAĞ. OP. MÜD.,VANİKÖY O.M.,4012447874.0,593991920.0,682556922.0,41.0515046299227,29.0644652391939,236,ÇENGELKÖY,ÜSKÜDAR,6.0,1.0,NİTELİKLİ,OK,VC,08.04.2023,6800/50940308,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4010197993.0,597536138.0,685552310.0,41.0071513389138,29.2150844278469,233,SARIGAZİ,SANCAKTEPE,6.0,1.0,NİTELİKLİ,OK,VC,18.09.2023,6800/50030243,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4004180375.0,592651880.0,681392197.0,41.0101576262553,29.2434336697417,216,SAFA,SANCAKTEPE,6.0,1.0,NİTELİKLİ,OK,ZM,09.02.2023,6800/50030243,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4004919884.0,594904433.0,683320773.0,41.0109481782284,29.2442457720714,210,SAFA,SANCAKTEPE,2.0,1.0,NİTELİKLİ,OK,ZM,05.06.2023,6800/50030241,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4005426862.0,592242079.0,681031873.0,40.8891115403459,29.1886779311917,202,KORDONBOYU,KARTAL,6.0,1.0,NİTELİKLİ,OK,ZM,25.01.2023,6800/50030203,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4005391127.0,591915298.0,680751119.0,41.0523366522547,29.1340070679889,200,RÜZGARLIBAHÇE,BEYKOZ,6.0,1.0,NİTELİKLİ,OK,VC,06.01.2023,6800/50030250,ELEKTRONİK SAYAÇ ANADEPOYA GİDECEK,CİHAZ DEĞİŞİMİ,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4011474178.0,592964565.0,681670007.0,40.9401860714184,29.2984531753868,193,AKŞEMSETTİN,SULTANBEYLİ,6.0,1.0,NİTELİKLİ,OK,VC,20.02.2023,6800/50030237,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,VANİKÖY O.M.,4006266578.0,599570083.0,687304457.0,41.0928188388431,29.0861319066124,191,KAVACIK,BEYKOZ,4.0,1.0,NİTELİKLİ,OK,VC,06.12.2023,6800/50030249,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ATAŞEHİR O.M.,4009967599.0,594609650.0,683076154.0,40.9832907056574,29.1705975085549,180,FERHATPAŞA,ATAŞEHİR,4.0,1.0,NİTELİKLİ,OK,VC,16.05.2023,6800/50030259,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4004588302.0,594538425.0,683016080.0,41.0236394833609,29.193250104764,180,HAMİDİYE,ÇEKMEKÖY,6.0,1.0,NİTELİKLİ,OK,ZM,18.05.2023,6800/50030254,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
